侵胶铺 厘家疙,角矫埃 牢备泅炔,厘家 去棱档 瘤钎,角矫埃 牢备 瘤钎 弥家蔼,角矫埃 牢备 瘤钎 弥措蔼,惑林 牢备 厚啦,厚惑林 牢备 厚啦,角矫埃 牢备 单捞磐 诀单捞飘 矫埃
绊么导,,咯蜡,600,700,40.9,59.1,2024-11-16 23:35
绊么导,,咯蜡,600,700,41.8,58.2,2024-11-16 23:55
绊么导,,咯蜡,600,700,41.4,58.6,2024-11-17 00:05
绊么导,,咯蜡,500,600,42.4,57.6,2024-11-17 00:15
绊么导,,咯蜡,600,700,44.4,55.6,2024-11-17 00:40
绊么导,,咯蜡,600,700,42.8,57.2,2024-11-17 00:50
绊么导,,咯蜡,600,700,42.8,57.2,2024-11-17 01:00
绊么导,,咯蜡,500,600,47.5,52.5,2024-11-17 01:10
绊么导,,咯蜡,600,700,47.2,52.8,2024-11-17 01:20
绊么导,,咯蜡,500,600,48.2,51.8,2024-11-17 01:30
绊么导,,咯蜡,600,700,48.7,51.3,2024-11-17 01:40
绊么导,,咯蜡,500,600,46.4,53.6,2024-11-17 01:50
绊么导,,咯蜡,500,600,48.4,51.6,2024-11-17 02:00
绊么导,,咯蜡,600,700,51.7,48.3,2024-11-17 02:20
绊么导,,咯蜡,500,600,53.0,47.0,2024-11-17 02:30
绊么导,,咯蜡,500,600,49.3,50.7,2024-11-17 02:40
绊么导,,咯蜡,500,600,52.7,47.3,2024-11-17 03:00
绊么导,,咯蜡,600,700,53.3,46.7,2024-11-17 03:10
绊么导,,咯蜡,600,700,50.9,49.1,2024-11-17 03:20
绊么导,,咯蜡,600,700,54.3,45.7,2024-11-17 03:30
绊么导,,咯蜡,600,700,52.9,47.1,2024-11-17 03:40
绊么导,,咯蜡,600,700,50.8,49.2,2024-11-17 03:55
绊么导,,咯蜡,600,700,52.8,47.2,2024-11-17 04:05
绊么导,,咯蜡,600,700,53.2,46.8,2024-11-17 04:15
绊么导,,咯蜡,600,700,55.7,44.3,2024-11-17 04:25
绊么导,,咯蜡,600,700,53.0,47.0,2024-11-17 04:35
绊么导,,咯蜡,600,700,55.5,44.5,2024-11-17 04:55
绊么导,,咯蜡,500,600,53.7,46.3,2024-11-17 05:05
绊么导,,咯蜡,500,600,53.2,46.8,2024-11-17 05:15
绊么导,,咯蜡,500,600,54.8,45.2,2024-11-17 05:25
绊么导,,咯蜡,600,700,53.8,46.2,2024-11-17 05:35
绊么导,,咯蜡,600,700,53.5,46.5,2024-11-17 05:45
绊么导,,咯蜡,600,700,48.8,51.2,2024-11-17 06:05
绊么导,,咯蜡,600,700,46.0,54.0,2024-11-17 06:15
绊么导,,咯蜡,600,700,45.5,54.5,2024-11-17 06:25
绊么导,,咯蜡,600,700,49.0,51.0,2024-11-17 06:35
绊么导,,咯蜡,600,700,49.5,50.5,2024-11-17 06:45
绊么导,,咯蜡,600,700,49.4,50.6,2024-11-17 06:55
绊么导,,咯蜡,600,700,15.7,84.3,2024-11-17 07:20
绊么导,,咯蜡,600,700,15.4,84.6,2024-11-17 07:30
绊么导,,咯蜡,600,700,16.1,83.9,2024-11-17 07:40
绊么导,,咯蜡,600,700,14.2,85.8,2024-11-17 07:50
绊么导,,咯蜡,700,800,15.3,84.7,2024-11-17 08:00
绊么导,,咯蜡,700,800,13.5,86.5,2024-11-17 08:10
绊么导,,咯蜡,600,700,16.6,83.4,2024-11-17 08:20
绊么导,,咯蜡,700,800,14.4,85.6,2024-11-17 08:30
绊么导,,咯蜡,600,700,15.4,84.6,2024-11-17 08:40
绊么导,,咯蜡,700,800,16.2,83.8,2024-11-17 08:50
绊么导,,咯蜡,700,800,16.9,83.1,2024-11-17 09:00
绊么导,,咯蜡,600,700,16.0,84.0,2024-11-17 09:10
绊么导,,咯蜡,700,800,14.0,86.0,2024-11-17 09:20
绊么导,,咯蜡,600,700,14.5,85.5,2024-11-17 09:30
绊么导,,咯蜡,800,900,12.1,87.9,2024-11-17 09:40
绊么导,,咯蜡,700,800,15.4,84.6,2024-11-17 09:50
绊么导,,咯蜡,800,900,13.8,86.2,2024-11-17 10:00
绊么导,,咯蜡,700,800,14.4,85.6,2024-11-17 10:10
绊么导,,咯蜡,700,800,13.7,86.3,2024-11-17 10:20
绊么导,,咯蜡,700,800,14.2,85.8,2024-11-17 10:30
绊么导,,咯蜡,800,900,11.0,89.0,2024-11-17 10:45
绊么导,,咯蜡,800,900,13.2,86.8,2024-11-17 10:55
绊么导,,咯蜡,900,1000,12.9,87.1,2024-11-17 11:05
绊么导,,咯蜡,800,900,12.2,87.8,2024-11-17 11:15
绊么导,,咯蜡,800,900,11.6,88.4,2024-11-17 11:25
绊么导,,咯蜡,800,900,13.3,86.7,2024-11-17 11:35
绊么导,,咯蜡,800,900,12.7,87.3,2024-11-17 11:45
绊么导,,咯蜡,800,900,13.5,86.5,2024-11-17 11:55
绊么导,,咯蜡,800,900,11.2,88.8,2024-11-17 12:05
绊么导,,咯蜡,900,1000,11.0,89.0,2024-11-17 12:15
绊么导,,咯蜡,900,1000,10.0,90.0,2024-11-17 12:25
绊么导,,咯蜡,900,1000,11.9,88.1,2024-11-17 12:35
绊么导,,咯蜡,900,1000,12.5,87.5,2024-11-17 12:45
绊么导,,咯蜡,900,1000,11.0,89.0,2024-11-17 12:55
绊么导,,咯蜡,900,1000,11.1,88.9,2024-11-17 13:15
绊么导,,咯蜡,900,1000,11.1,88.9,2024-11-17 13:25
绊么导,,咯蜡,1000,1500,11.0,89.0,2024-11-17 13:35
绊么导,,咯蜡,900,1000,10.7,89.3,2024-11-17 13:55
绊么导,,咯蜡,900,1000,10.6,89.4,2024-11-17 14:20
绊么导,,咯蜡,1000,1500,9.1,90.9,2024-11-17 14:30
绊么导,,咯蜡,1000,1500,10.0,90.0,2024-11-17 14:40
绊么导,,咯蜡,1000,1500,9.4,90.6,2024-11-17 14:50
绊么导,,咯蜡,800,900,12.8,87.2,2024-11-17 15:00
绊么导,,咯蜡,900,1000,11.7,88.3,2024-11-17 15:10
绊么导,,咯蜡,900,1000,12.0,88.0,2024-11-17 15:20
绊么导,,咯蜡,900,1000,11.1,88.9,2024-11-17 15:30
绊么导,,咯蜡,1000,1500,10.1,89.9,2024-11-17 15:40
绊么导,,咯蜡,1000,1500,10.3,89.7,2024-11-17 15:50
绊么导,,咯蜡,1000,1500,9.9,90.1,2024-11-17 16:00
绊么导,,咯蜡,1000,1500,9.7,90.3,2024-11-17 16:10
绊么导,,咯蜡,1000,1500,9.7,90.3,2024-11-17 16:20
绊么导,,咯蜡,1000,1500,9.9,90.1,2024-11-17 16:30
绊么导,,咯蜡,1000,1500,10.4,89.6,2024-11-17 16:40
绊么导,,咯蜡,900,1000,10.7,89.3,2024-11-17 16:50
绊么导,,咯蜡,1000,1500,8.9,91.1,2024-11-17 17:15
绊么导,,咯蜡,1000,1500,10.3,89.7,2024-11-17 17:25
绊么导,,咯蜡,1000,1500,10.3,89.7,2024-11-17 17:35
绊么导,,咯蜡,1000,1500,10.6,89.4,2024-11-17 17:45
绊么导,,咯蜡,1000,1500,10.5,89.5,2024-11-17 17:55
绊么导,,咯蜡,1000,1500,22.5,77.5,2024-11-17 18:05
绊么导,,咯蜡,1000,1500,20.9,79.1,2024-11-17 18:25
绊么导,,咯蜡,1000,1500,22.8,77.2,2024-11-17 18:35
绊么导,,咯蜡,1000,1500,22.6,77.4,2024-11-17 18:45
绊么导,,咯蜡,900,1000,25.7,74.3,2024-11-17 18:55
绊么导,,咯蜡,1000,1500,24.4,75.6,2024-11-17 19:05
绊么导,,咯蜡,900,1000,25.5,74.5,2024-11-17 19:25
绊么导,,咯蜡,900,1000,28.2,71.8,2024-11-17 19:35
绊么导,,咯蜡,800,900,27.4,72.6,2024-11-17 19:45
绊么导,,咯蜡,900,1000,29.6,70.4,2024-11-17 19:55
绊么导,,咯蜡,900,1000,26.0,74.0,2024-11-17 20:10
绊么导,,咯蜡,800,900,31.9,68.1,2024-11-17 20:20
绊么导,,咯蜡,800,900,32.8,67.2,2024-11-17 20:30
绊么导,,咯蜡,800,900,36.0,64.0,2024-11-17 20:40
绊么导,,咯蜡,800,900,34.4,65.6,2024-11-17 20:50
绊么导,,咯蜡,900,1000,29.8,70.2,2024-11-17 21:00
绊么导,,咯蜡,800,900,32.8,67.2,2024-11-17 21:10
绊么导,,咯蜡,800,900,31.0,69.0,2024-11-17 21:20
绊么导,,咯蜡,800,900,35.2,64.8,2024-11-17 21:30
绊么导,,咯蜡,900,1000,32.1,67.9,2024-11-17 21:40
绊么导,,咯蜡,700,800,38.7,61.3,2024-11-17 21:50
绊么导,,咯蜡,700,800,40.2,59.8,2024-11-17 22:00
绊么导,,咯蜡,800,900,40.3,59.7,2024-11-17 22:10
绊么导,,咯蜡,700,800,43.1,56.9,2024-11-17 22:20
绊么导,,咯蜡,700,800,43.7,56.3,2024-11-17 22:30
绊么导,,咯蜡,700,800,42.4,57.6,2024-11-17 22:40
绊么导,,咯蜡,700,800,45.8,54.2,2024-11-17 23:05
绊么导,,咯蜡,700,800,48.4,51.6,2024-11-17 23:25
绊么导,,咯蜡,600,700,52.2,47.8,2024-11-17 23:35
绊么导,,咯蜡,600,700,51.4,48.6,2024-11-17 23:45
绊么导,,咯蜡,700,800,49.7,50.3,2024-11-17 23:55
绊么导,,咯蜡,700,800,54.9,45.1,2024-11-18 00:05
绊么导,,咯蜡,700,800,51.0,49.0,2024-11-18 00:15
绊么导,,咯蜡,700,800,51.9,48.1,2024-11-18 00:25
绊么导,,咯蜡,600,700,56.2,43.8,2024-11-18 00:35
绊么导,,咯蜡,700,800,52.9,47.1,2024-11-18 00:45
绊么导,,咯蜡,600,700,53.9,46.1,2024-11-18 01:05
绊么导,,咯蜡,600,700,54.4,45.6,2024-11-18 01:15
绊么导,,咯蜡,600,700,56.2,43.8,2024-11-18 01:25
绊么导,,咯蜡,600,700,56.7,43.3,2024-11-18 01:35
绊么导,,咯蜡,600,700,56.1,43.9,2024-11-18 01:45
绊么导,,咯蜡,600,700,58.1,41.9,2024-11-18 01:55
绊么导,,咯蜡,600,700,57.5,42.5,2024-11-18 02:05
绊么导,,咯蜡,600,700,59.6,40.4,2024-11-18 02:20
绊么导,,咯蜡,600,700,59.2,40.8,2024-11-18 02:30
绊么导,,咯蜡,600,700,58.9,41.1,2024-11-18 02:40
绊么导,,咯蜡,600,700,58.0,42.0,2024-11-18 02:50
绊么导,,咯蜡,600,700,58.1,41.9,2024-11-18 03:00
绊么导,,咯蜡,600,700,59.6,40.4,2024-11-18 03:20
绊么导,,咯蜡,600,700,59.6,40.4,2024-11-18 03:30
绊么导,,咯蜡,600,700,58.0,42.0,2024-11-18 03:40
绊么导,,咯蜡,600,700,59.5,40.5,2024-11-18 03:50
绊么导,,咯蜡,600,700,57.2,42.8,2024-11-18 04:00
绊么导,,咯蜡,600,700,58.1,41.9,2024-11-18 04:10
绊么导,,咯蜡,600,700,60.0,40.0,2024-11-18 04:20
绊么导,,咯蜡,600,700,57.8,42.2,2024-11-18 04:30
绊么导,,咯蜡,600,700,57.3,42.7,2024-11-18 04:40
绊么导,,咯蜡,600,700,54.8,45.2,2024-11-18 04:50
绊么导,,咯蜡,600,700,53.2,46.8,2024-11-18 05:00
绊么导,,咯蜡,600,700,49.9,50.1,2024-11-18 05:10
绊么导,,咯蜡,600,700,53.8,46.2,2024-11-18 05:20
绊么导,,咯蜡,600,700,48.6,51.4,2024-11-18 05:30
绊么导,,咯蜡,700,800,49.3,50.7,2024-11-18 05:45
绊么导,,咯蜡,700,800,48.7,51.3,2024-11-18 05:55
绊么导,,咯蜡,700,800,44.2,55.8,2024-11-18 06:05
绊么导,,咯蜡,700,800,46.4,53.6,2024-11-18 06:15
绊么导,,咯蜡,700,800,42.5,57.5,2024-11-18 06:25
绊么导,,咯蜡,800,900,41.0,59.0,2024-11-18 06:35
绊么导,,咯蜡,900,1000,37.0,63.0,2024-11-18 06:45
绊么导,,咯蜡,800,900,39.1,60.9,2024-11-18 06:55
绊么导,,咯蜡,900,1000,14.6,85.4,2024-11-18 07:25
绊么导,,咯蜡,1000,1500,13.7,86.3,2024-11-18 07:35
绊么导,,焊烹,1000,1500,11.7,88.3,2024-11-18 07:45
绊么导,,距埃 赫忽,1000,1500,10.0,90.0,2024-11-18 08:05
绊么导,,焊烹,1000,1500,10.4,89.6,2024-11-18 08:15
绊么导,,焊烹,1000,1500,10.7,89.3,2024-11-18 08:25
绊么导,,距埃 赫忽,1000,1500,10.6,89.4,2024-11-18 08:35
绊么导,,焊烹,1000,1500,12.7,87.3,2024-11-18 08:45
绊么导,,咯蜡,1000,1500,15.4,84.6,2024-11-18 08:55
绊么导,,咯蜡,1000,1500,15.6,84.4,2024-11-18 09:05
绊么导,,焊烹,1000,1500,14.9,85.1,2024-11-18 09:25
绊么导,,咯蜡,1000,1500,17.0,83.0,2024-11-18 09:35
绊么导,,咯蜡,1000,1500,17.4,82.6,2024-11-18 10:00
绊么导,,咯蜡,1000,1500,17.6,82.4,2024-11-18 10:10
绊么导,,咯蜡,1000,1500,19.4,80.6,2024-11-18 10:30
绊么导,,咯蜡,1000,1500,17.7,82.3,2024-11-18 10:40
绊么导,,咯蜡,900,1000,18.6,81.4,2024-11-18 10:50
绊么导,,咯蜡,900,1000,18.7,81.3,2024-11-18 11:00
绊么导,,咯蜡,1000,1500,18.8,81.2,2024-11-18 11:10
绊么导,,咯蜡,1000,1500,17.6,82.4,2024-11-18 11:20
绊么导,,咯蜡,1000,1500,19.2,80.8,2024-11-18 11:30
绊么导,,咯蜡,1000,1500,17.0,83.0,2024-11-18 11:40
绊么导,,咯蜡,900,1000,15.8,84.2,2024-11-18 11:50
绊么导,,咯蜡,900,1000,14.9,85.1,2024-11-18 12:00
绊么导,,咯蜡,1000,1500,14.6,85.4,2024-11-18 12:15
绊么导,,咯蜡,900,1000,18.0,82.0,2024-11-18 12:25
绊么导,,咯蜡,1000,1500,14.9,85.1,2024-11-18 12:35
绊么导,,咯蜡,1000,1500,14.8,85.2,2024-11-18 12:45
绊么导,,咯蜡,1000,1500,17.4,82.6,2024-11-18 12:55
绊么导,,咯蜡,1000,1500,16.1,83.9,2024-11-18 13:05
绊么导,,咯蜡,1000,1500,17.4,82.6,2024-11-18 13:15
绊么导,,咯蜡,1000,1500,15.4,84.6,2024-11-18 13:45
绊么导,,咯蜡,900,1000,15.9,84.1,2024-11-18 13:55
绊么导,,咯蜡,900,1000,18.1,81.9,2024-11-18 14:05
绊么导,,咯蜡,1000,1500,12.3,87.7,2024-11-18 14:15
绊么导,,咯蜡,1000,1500,17.1,82.9,2024-11-18 14:25
绊么导,,咯蜡,1000,1500,17.6,82.4,2024-11-18 14:35
绊么导,,咯蜡,900,1000,18.9,81.1,2024-11-18 14:45
绊么导,,咯蜡,900,1000,19.5,80.5,2024-11-18 15:00
绊么导,,咯蜡,900,1000,18.0,82.0,2024-11-18 15:10
绊么导,,咯蜡,1000,1500,17.7,82.3,2024-11-18 15:20
绊么导,,咯蜡,800,900,20.0,80.0,2024-11-18 15:40
绊么导,,咯蜡,900,1000,17.6,82.4,2024-11-18 15:50
绊么导,,咯蜡,800,900,19.0,81.0,2024-11-18 16:00
绊么导,,咯蜡,900,1000,17.1,82.9,2024-11-18 16:10
绊么导,,咯蜡,800,900,19.0,81.0,2024-11-18 16:20
绊么导,,咯蜡,800,900,16.6,83.4,2024-11-18 16:30
绊么导,,咯蜡,900,1000,16.7,83.3,2024-11-18 16:40
绊么导,,咯蜡,800,900,18.5,81.5,2024-11-18 17:00
绊么导,,咯蜡,800,900,16.4,83.6,2024-11-18 17:10
绊么导,,咯蜡,800,900,16.6,83.4,2024-11-18 17:20
绊么导,,咯蜡,1000,1500,15.2,84.8,2024-11-18 17:40
绊么导,,咯蜡,1000,1500,16.9,83.1,2024-11-18 17:50
绊么导,,咯蜡,1000,1500,18.2,81.8,2024-11-18 18:05
绊么导,,咯蜡,1000,1500,17.0,83.0,2024-11-18 18:15
绊么导,,焊烹,1000,1500,13.9,86.1,2024-11-18 18:25
绊么导,,咯蜡,1000,1500,16.7,83.3,2024-11-18 18:35
绊么导,,咯蜡,1000,1500,17.7,82.3,2024-11-18 18:45
绊么导,,焊烹,1000,1500,15.4,84.6,2024-11-18 18:55
绊么导,,咯蜡,1000,1500,18.9,81.1,2024-11-18 19:05
绊么导,,咯蜡,1000,1500,20.3,79.7,2024-11-18 19:25
绊么导,,咯蜡,900,1000,21.9,78.1,2024-11-18 19:45
绊么导,,咯蜡,900,1000,24.6,75.4,2024-11-18 19:55
绊么导,,咯蜡,1000,1500,20.2,79.8,2024-11-18 20:05
绊么导,,咯蜡,900,1000,25.1,74.9,2024-11-18 20:15
绊么导,,咯蜡,1000,1500,23.8,76.2,2024-11-18 20:25
绊么导,,咯蜡,900,1000,26.3,73.7,2024-11-18 20:35
绊么导,,咯蜡,900,1000,25.5,74.5,2024-11-18 20:45
绊么导,,咯蜡,900,1000,28.8,71.2,2024-11-18 21:05
绊么导,,咯蜡,800,900,32.7,67.3,2024-11-18 21:15
绊么导,,咯蜡,800,900,31.0,69.0,2024-11-18 21:25
绊么导,,咯蜡,800,900,31.7,68.3,2024-11-18 21:35
绊么导,,咯蜡,800,900,36.2,63.8,2024-11-18 22:00
绊么导,,咯蜡,700,800,38.5,61.5,2024-11-18 22:10
绊么导,,咯蜡,700,800,40.7,59.3,2024-11-18 22:20
绊么导,,咯蜡,800,900,41.3,58.7,2024-11-18 22:30
绊么导,,咯蜡,800,900,39.4,60.6,2024-11-18 22:40
绊么导,,咯蜡,700,800,46.6,53.4,2024-11-18 22:50
绊么导,,咯蜡,700,800,46.6,53.4,2024-11-18 23:00
绊么导,,咯蜡,700,800,44.3,55.7,2024-11-18 23:10
绊么导,,咯蜡,700,800,45.6,54.4,2024-11-18 23:20
绊么导,,咯蜡,700,800,46.2,53.8,2024-11-18 23:30
绊么导,,咯蜡,700,800,47.4,52.6,2024-11-18 23:40
绊么导,,咯蜡,700,800,50.7,49.3,2024-11-18 23:50
绊么导,,咯蜡,700,800,53.3,46.7,2024-11-19 00:00
绊么导,,咯蜡,700,800,50.8,49.2,2024-11-19 00:10
绊么导,,咯蜡,600,700,51.7,48.3,2024-11-19 00:20
绊么导,,咯蜡,700,800,51.8,48.2,2024-11-19 00:30
绊么导,,咯蜡,700,800,48.5,51.5,2024-11-19 00:40
绊么导,,咯蜡,700,800,51.1,48.9,2024-11-19 01:05
绊么导,,咯蜡,700,800,50.1,49.9,2024-11-19 01:15
绊么导,,咯蜡,600,700,51.9,48.1,2024-11-19 01:25
绊么导,,咯蜡,600,700,53.4,46.6,2024-11-19 01:35
绊么导,,咯蜡,600,700,53.6,46.4,2024-11-19 01:45
绊么导,,咯蜡,400,500,45.6,54.4,2024-11-19 02:05
绊么导,,咯蜡,400,500,48.8,51.2,2024-11-19 02:15
绊么导,,咯蜡,400,500,47.3,52.7,2024-11-19 02:25
绊么导,,咯蜡,400,500,48.8,51.2,2024-11-19 02:35
绊么导,,咯蜡,400,500,48.8,51.2,2024-11-19 02:45
绊么导,,咯蜡,400,500,47.9,52.1,2024-11-19 02:55
绊么导,,咯蜡,400,500,48.3,51.7,2024-11-19 03:05
绊么导,,咯蜡,400,500,45.1,54.9,2024-11-19 03:15
绊么导,,咯蜡,400,500,46.2,53.8,2024-11-19 03:25
绊么导,,咯蜡,400,500,43.9,56.1,2024-11-19 03:35
绊么导,,咯蜡,400,500,45.9,54.1,2024-11-19 03:45
绊么导,,咯蜡,400,500,43.0,57.0,2024-11-19 03:55
绊么导,,咯蜡,400,500,43.5,56.5,2024-11-19 04:20
绊么导,,咯蜡,400,500,48.8,51.2,2024-11-19 04:30
绊么导,,咯蜡,400,500,45.9,54.1,2024-11-19 04:40
绊么导,,咯蜡,400,500,44.9,55.1,2024-11-19 04:50
绊么导,,咯蜡,400,500,50.0,50.0,2024-11-19 05:00
绊么导,,咯蜡,400,500,44.7,55.3,2024-11-19 05:10
绊么导,,咯蜡,400,500,39.0,61.0,2024-11-19 05:20
绊么导,,咯蜡,400,500,40.7,59.3,2024-11-19 05:30
绊么导,,咯蜡,400,500,38.6,61.4,2024-11-19 05:40
绊么导,,咯蜡,500,600,38.8,61.2,2024-11-19 05:50
绊么导,,咯蜡,500,600,37.8,62.2,2024-11-19 06:00
绊么导,,咯蜡,500,600,33.5,66.5,2024-11-19 06:10
绊么导,,咯蜡,500,600,32.8,67.2,2024-11-19 06:20
绊么导,,咯蜡,500,600,32.9,67.1,2024-11-19 06:30
绊么导,,咯蜡,500,600,31.5,68.5,2024-11-19 06:40
绊么导,,咯蜡,600,700,28.3,71.7,2024-11-19 06:50
绊么导,,咯蜡,600,700,30.2,69.8,2024-11-19 07:00
绊么导,,咯蜡,700,800,11.3,88.7,2024-11-19 07:25
绊么导,,咯蜡,900,1000,9.3,90.7,2024-11-19 07:35
绊么导,,咯蜡,900,1000,7.8,92.2,2024-11-19 07:45
绊么导,,咯蜡,1000,1500,7.6,92.4,2024-11-19 07:55
绊么导,,焊烹,1000,1500,6.1,93.9,2024-11-19 08:05
绊么导,,焊烹,1000,1500,5.3,94.7,2024-11-19 08:15
绊么导,,咯蜡,1000,1500,7.0,93.0,2024-11-19 08:25
绊么导,,咯蜡,1000,1500,7.8,92.2,2024-11-19 08:35
绊么导,,咯蜡,900,1000,9.2,90.8,2024-11-19 08:45
绊么导,,咯蜡,900,1000,9.9,90.1,2024-11-19 08:55
绊么导,,咯蜡,1000,1500,10.2,89.8,2024-11-19 09:05
绊么导,,焊烹,1000,1500,14.3,85.7,2024-11-19 09:15
绊么导,,焊烹,1000,1500,12.6,87.4,2024-11-19 09:25
绊么导,,咯蜡,1000,1500,14.2,85.8,2024-11-19 09:35
绊么导,,咯蜡,1000,1500,16.2,83.8,2024-11-19 09:45
绊么导,,咯蜡,1000,1500,14.7,85.3,2024-11-19 09:55
绊么导,,咯蜡,1000,1500,17.1,82.9,2024-11-19 10:05
绊么导,,咯蜡,1000,1500,16.0,84.0,2024-11-19 10:15
绊么导,,咯蜡,1000,1500,16.9,83.1,2024-11-19 10:25
绊么导,,咯蜡,900,1000,21.0,79.0,2024-11-19 10:50
绊么导,,咯蜡,800,900,16.1,83.9,2024-11-19 11:00
绊么导,,咯蜡,800,900,16.1,83.9,2024-11-19 11:10
绊么导,,咯蜡,1000,1500,15.7,84.3,2024-11-19 11:20
绊么导,,咯蜡,1000,1500,16.9,83.1,2024-11-19 11:30
绊么导,,咯蜡,900,1000,18.7,81.3,2024-11-19 11:40
绊么导,,咯蜡,1000,1500,16.7,83.3,2024-11-19 11:50
绊么导,,咯蜡,800,900,16.3,83.7,2024-11-19 12:00
绊么导,,咯蜡,900,1000,14.3,85.7,2024-11-19 12:10
绊么导,,咯蜡,1000,1500,14.0,86.0,2024-11-19 12:20
绊么导,,咯蜡,1000,1500,14.6,85.4,2024-11-19 12:30
绊么导,,咯蜡,1000,1500,16.6,83.4,2024-11-19 12:40
绊么导,,咯蜡,1000,1500,15.8,84.2,2024-11-19 12:55
绊么导,,焊烹,1000,1500,13.7,86.3,2024-11-19 13:05
绊么导,,咯蜡,1000,1500,18.2,81.8,2024-11-19 13:15
绊么导,,咯蜡,1000,1500,16.2,83.8,2024-11-19 13:25
绊么导,,咯蜡,900,1000,20.0,80.0,2024-11-19 13:35
绊么导,,咯蜡,900,1000,18.2,81.8,2024-11-19 13:45
绊么导,,咯蜡,1000,1500,18.7,81.3,2024-11-19 13:55
绊么导,,咯蜡,800,900,12.5,87.5,2024-11-19 14:05
绊么导,,咯蜡,1000,1500,9.5,90.5,2024-11-19 14:15
绊么导,,咯蜡,800,900,11.8,88.2,2024-11-19 14:40
绊么导,,咯蜡,700,800,15.1,84.9,2024-11-19 14:50
绊么导,,咯蜡,800,900,15.2,84.8,2024-11-19 15:00
绊么导,,咯蜡,700,800,14.8,85.2,2024-11-19 15:10
绊么导,,咯蜡,900,1000,12.3,87.7,2024-11-19 15:20
绊么导,,咯蜡,900,1000,12.0,88.0,2024-11-19 15:30
绊么导,,咯蜡,900,1000,11.9,88.1,2024-11-19 15:40
绊么导,,咯蜡,800,900,11.6,88.4,2024-11-19 15:50
绊么导,,咯蜡,900,1000,11.6,88.4,2024-11-19 16:00
绊么导,,咯蜡,800,900,13.1,86.9,2024-11-19 16:10
绊么导,,咯蜡,800,900,12.8,87.2,2024-11-19 16:20
绊么导,,咯蜡,600,700,16.4,83.6,2024-11-19 16:30
绊么导,,咯蜡,700,800,15.1,84.9,2024-11-19 16:40
绊么导,,咯蜡,700,800,13.2,86.8,2024-11-19 16:50
绊么导,,咯蜡,700,800,13.5,86.5,2024-11-19 17:15
绊么导,,咯蜡,800,900,12.8,87.2,2024-11-19 17:25
绊么导,,咯蜡,800,900,12.6,87.4,2024-11-19 17:35
绊么导,,咯蜡,800,900,12.2,87.8,2024-11-19 17:45
绊么导,,咯蜡,800,900,13.0,87.0,2024-11-19 17:55
绊么导,,咯蜡,900,1000,10.8,89.2,2024-11-19 18:05
绊么导,,咯蜡,700,800,11.9,88.1,2024-11-19 18:15
绊么导,,咯蜡,800,900,10.5,89.5,2024-11-19 18:25
绊么导,,咯蜡,900,1000,10.7,89.3,2024-11-19 18:35
绊么导,,咯蜡,900,1000,9.6,90.4,2024-11-19 18:45
绊么导,,咯蜡,900,1000,11.6,88.4,2024-11-19 18:55
绊么导,,咯蜡,800,900,14.8,85.2,2024-11-19 19:05
绊么导,,咯蜡,800,900,12.5,87.5,2024-11-19 19:25
绊么导,,咯蜡,800,900,17.1,82.9,2024-11-19 19:35
绊么导,,咯蜡,800,900,16.2,83.8,2024-11-19 20:00
绊么导,,咯蜡,700,800,16.4,83.6,2024-11-19 20:10
绊么导,,咯蜡,700,800,19.3,80.7,2024-11-19 20:20
绊么导,,咯蜡,800,900,18.7,81.3,2024-11-19 20:30
绊么导,,咯蜡,800,900,17.5,82.5,2024-11-19 20:40
绊么导,,咯蜡,700,800,20.6,79.4,2024-11-19 20:50
绊么导,,咯蜡,900,1000,27.1,72.9,2024-11-19 21:00
绊么导,,咯蜡,900,1000,26.3,73.7,2024-11-19 21:10
绊么导,,咯蜡,800,900,31.3,68.7,2024-11-19 21:30
绊么导,,咯蜡,800,900,32.2,67.8,2024-11-19 21:40
绊么导,,咯蜡,900,1000,31.4,68.6,2024-11-19 22:00
绊么导,,咯蜡,800,900,33.8,66.2,2024-11-19 22:10
绊么导,,咯蜡,800,900,36.2,63.8,2024-11-19 22:20
绊么导,,咯蜡,700,800,40.8,59.2,2024-11-19 22:30
绊么导,,咯蜡,800,900,39.4,60.6,2024-11-19 22:40
绊么导,,咯蜡,800,900,40.7,59.3,2024-11-19 22:50
绊么导,,咯蜡,700,800,38.8,61.2,2024-11-19 23:00
绊么导,,咯蜡,700,800,43.8,56.2,2024-11-19 23:10
绊么导,,咯蜡,700,800,45.2,54.8,2024-11-19 23:35
绊么导,,咯蜡,700,800,46.0,54.0,2024-11-19 23:45
绊么导,,咯蜡,700,800,44.7,55.3,2024-11-19 23:55
绊么导,,咯蜡,700,800,48.8,51.2,2024-11-20 00:05
绊么导,,咯蜡,600,700,52.5,47.5,2024-11-20 00:25
绊么导,,咯蜡,600,700,50.3,49.7,2024-11-20 00:35
绊么导,,咯蜡,600,700,52.7,47.3,2024-11-20 00:45
绊么导,,咯蜡,600,700,51.1,48.9,2024-11-20 00:55
绊么导,,咯蜡,600,700,51.9,48.1,2024-11-20 01:05
绊么导,,咯蜡,600,700,52.0,48.0,2024-11-20 01:15
绊么导,,咯蜡,600,700,54.7,45.3,2024-11-20 01:25
绊么导,,咯蜡,600,700,54.4,45.6,2024-11-20 01:35
绊么导,,咯蜡,600,700,56.0,44.0,2024-11-20 01:45
