«÷Ω∫∆Ã ¿Âº“∏Ì,Ω«Ω√∞£ ¿Œ±∏«ˆ»≤,¿Âº“ »•¿‚µµ ¡ˆ«•,Ω«Ω√∞£ ¿Œ±∏ ¡ˆ«• √÷º“∞™,Ω«Ω√∞£ ¿Œ±∏ ¡ˆ«• √÷¥Î∞™,ªÛ¡÷ ¿Œ±∏ ∫Ò¿≤,∫ÒªÛ¡÷ ¿Œ±∏ ∫Ò¿≤,Ω«Ω√∞£ ¿Œ±∏ µ•¿Ã≈Õ æ˜µ•¿Ã∆Æ Ω√∞£
≥ÎµÈº∂,,ø©¿Ø,500,600,51.7,48.3,2024-11-16 06:00
≥ÎµÈº∂,,ø©¿Ø,500,600,50.9,49.1,2024-11-16 06:10
≥ÎµÈº∂,,ø©¿Ø,500,600,52.1,47.9,2024-11-16 06:20
≥ÎµÈº∂,,ø©¿Ø,400,500,53.6,46.4,2024-11-16 06:30
≥ÎµÈº∂,,ø©¿Ø,400,500,52.6,47.4,2024-11-16 06:40
≥ÎµÈº∂,,ø©¿Ø,500,600,51.0,49.0,2024-11-16 06:50
≥ÎµÈº∂,,ø©¿Ø,700,800,60.3,39.7,2024-11-16 07:00
≥ÎµÈº∂,,ø©¿Ø,700,800,57.0,43.0,2024-11-16 07:10
≥ÎµÈº∂,,ø©¿Ø,700,800,52.7,47.3,2024-11-16 07:20
≥ÎµÈº∂,,ø©¿Ø,700,800,53.2,46.8,2024-11-16 07:30
≥ÎµÈº∂,,ø©¿Ø,800,900,49.0,51.0,2024-11-16 07:40
≥ÎµÈº∂,,ø©¿Ø,800,900,47.9,52.1,2024-11-16 08:00
≥ÎµÈº∂,,ø©¿Ø,800,900,45.9,54.1,2024-11-16 08:10
≥ÎµÈº∂,,ø©¿Ø,900,1000,41.6,58.4,2024-11-16 08:20
≥ÎµÈº∂,,ø©¿Ø,900,1000,41.5,58.5,2024-11-16 08:30
≥ÎµÈº∂,,ø©¿Ø,800,900,41.4,58.6,2024-11-16 08:40
≥ÎµÈº∂,,ø©¿Ø,900,1000,41.1,58.9,2024-11-16 08:50
≥ÎµÈº∂,,ø©¿Ø,800,900,43.5,56.5,2024-11-16 09:00
≥ÎµÈº∂,,ø©¿Ø,900,1000,36.3,63.7,2024-11-16 09:25
≥ÎµÈº∂,,ø©¿Ø,900,1000,36.2,63.8,2024-11-16 09:45
≥ÎµÈº∂,,ø©¿Ø,900,1000,33.9,66.1,2024-11-16 09:55
≥ÎµÈº∂,,ø©¿Ø,900,1000,37.8,62.2,2024-11-16 10:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.4,69.6,2024-11-16 10:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.2,70.8,2024-11-16 10:25
≥ÎµÈº∂,,ø©¿Ø,900,1000,30.7,69.3,2024-11-16 10:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.7,69.3,2024-11-16 10:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.4,72.6,2024-11-16 10:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.0,70.0,2024-11-16 11:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.9,68.1,2024-11-16 11:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.6,72.4,2024-11-16 11:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.8,74.2,2024-11-16 11:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.4,74.6,2024-11-16 11:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.0,76.0,2024-11-16 11:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,21.1,78.9,2024-11-16 12:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.0,76.0,2024-11-16 12:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,22.9,77.1,2024-11-16 12:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,22.5,77.5,2024-11-16 12:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.0,76.0,2024-11-16 13:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.5,75.5,2024-11-16 13:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.0,74.0,2024-11-16 13:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.5,74.5,2024-11-16 13:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.3,74.7,2024-11-16 13:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.4,74.6,2024-11-16 13:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.6,75.4,2024-11-16 14:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,21.8,78.2,2024-11-16 14:10
≥ÎµÈº∂,,ø©¿Ø,1500,2000,22.0,78.0,2024-11-16 14:20
≥ÎµÈº∂,,ø©¿Ø,1500,2000,20.6,79.4,2024-11-16 14:30
≥ÎµÈº∂,,ø©¿Ø,1500,2000,20.8,79.2,2024-11-16 14:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.5,76.5,2024-11-16 15:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,22.3,77.7,2024-11-16 15:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.7,76.3,2024-11-16 15:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.4,76.6,2024-11-16 15:35
≥ÎµÈº∂,,ø©¿Ø,1500,2000,22.5,77.5,2024-11-16 15:45
≥ÎµÈº∂,,ø©¿Ø,1500,2000,21.9,78.1,2024-11-16 15:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,22.8,77.2,2024-11-16 16:05
≥ÎµÈº∂,,ø©¿Ø,1500,2000,22.5,77.5,2024-11-16 16:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.5,74.5,2024-11-16 16:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.0,76.0,2024-11-16 16:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.6,75.4,2024-11-16 16:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.8,73.2,2024-11-16 16:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.0,75.0,2024-11-16 17:05
≥ÎµÈº∂,,ø©¿Ø,1500,2000,22.8,77.2,2024-11-16 17:15
≥ÎµÈº∂,,ø©¿Ø,1500,2000,22.3,77.7,2024-11-16 17:25
≥ÎµÈº∂,,ø©¿Ø,1500,2000,22.8,77.2,2024-11-16 17:40
≥ÎµÈº∂,,ø©¿Ø,1500,2000,22.9,77.1,2024-11-16 17:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.1,71.9,2024-11-16 18:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.2,70.8,2024-11-16 18:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.4,70.6,2024-11-16 18:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.4,68.6,2024-11-16 18:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.8,70.2,2024-11-16 18:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.9,69.1,2024-11-16 19:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.8,68.2,2024-11-16 19:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.5,67.5,2024-11-16 19:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.9,67.1,2024-11-16 19:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,33.0,67.0,2024-11-16 19:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.9,67.1,2024-11-16 19:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,39.6,60.4,2024-11-16 20:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,37.1,62.9,2024-11-16 20:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,39.7,60.3,2024-11-16 20:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,39.9,60.1,2024-11-16 20:30
≥ÎµÈº∂,,ø©¿Ø,900,1000,44.4,55.6,2024-11-16 20:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,39.5,60.5,2024-11-16 20:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,41.2,58.8,2024-11-16 21:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,39.7,60.3,2024-11-16 21:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,42.5,57.5,2024-11-16 21:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,41.9,58.1,2024-11-16 21:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,43.5,56.5,2024-11-16 21:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,44.8,55.2,2024-11-16 22:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,47.9,52.1,2024-11-16 22:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,46.4,53.6,2024-11-16 22:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,49.5,50.5,2024-11-16 22:35
≥ÎµÈº∂,,ø©¿Ø,900,1000,52.5,47.5,2024-11-16 22:45
≥ÎµÈº∂,,ø©¿Ø,900,1000,55.1,44.9,2024-11-16 22:55
≥ÎµÈº∂,,ø©¿Ø,900,1000,57.5,42.5,2024-11-16 23:05
≥ÎµÈº∂,,ø©¿Ø,800,900,61.1,38.9,2024-11-16 23:25
≥ÎµÈº∂,,ø©¿Ø,800,900,60.4,39.6,2024-11-16 23:35
≥ÎµÈº∂,,ø©¿Ø,800,900,62.3,37.7,2024-11-16 23:55
≥ÎµÈº∂,,ø©¿Ø,300,400,47.9,52.1,2024-11-17 00:05
≥ÎµÈº∂,,ø©¿Ø,300,400,46.5,53.5,2024-11-17 00:15
≥ÎµÈº∂,,ø©¿Ø,300,400,46.6,53.4,2024-11-17 00:40
≥ÎµÈº∂,,ø©¿Ø,300,400,49.0,51.0,2024-11-17 00:50
≥ÎµÈº∂,,ø©¿Ø,300,400,48.0,52.0,2024-11-17 01:00
≥ÎµÈº∂,,ø©¿Ø,300,400,47.3,52.7,2024-11-17 01:10
≥ÎµÈº∂,,ø©¿Ø,300,400,46.1,53.9,2024-11-17 01:20
≥ÎµÈº∂,,ø©¿Ø,300,400,48.3,51.7,2024-11-17 01:30
≥ÎµÈº∂,,ø©¿Ø,200,300,50.6,49.4,2024-11-17 01:40
≥ÎµÈº∂,,ø©¿Ø,300,400,48.0,52.0,2024-11-17 01:50
≥ÎµÈº∂,,ø©¿Ø,300,400,62.2,37.8,2024-11-17 02:00
≥ÎµÈº∂,,ø©¿Ø,300,400,62.8,37.2,2024-11-17 02:20
≥ÎµÈº∂,,ø©¿Ø,300,400,59.2,40.8,2024-11-17 02:30
≥ÎµÈº∂,,ø©¿Ø,300,400,61.7,38.3,2024-11-17 02:40
≥ÎµÈº∂,,ø©¿Ø,300,400,64.6,35.4,2024-11-17 03:00
≥ÎµÈº∂,,ø©¿Ø,300,400,63.3,36.7,2024-11-17 03:10
≥ÎµÈº∂,,ø©¿Ø,300,400,62.8,37.2,2024-11-17 03:20
≥ÎµÈº∂,,ø©¿Ø,300,400,65.7,34.3,2024-11-17 03:30
≥ÎµÈº∂,,ø©¿Ø,300,400,64.9,35.1,2024-11-17 03:40
≥ÎµÈº∂,,ø©¿Ø,300,400,63.3,36.7,2024-11-17 03:55
≥ÎµÈº∂,,ø©¿Ø,300,400,67.9,32.1,2024-11-17 04:05
≥ÎµÈº∂,,ø©¿Ø,300,400,66.9,33.1,2024-11-17 04:15
≥ÎµÈº∂,,ø©¿Ø,300,400,64.2,35.8,2024-11-17 04:25
≥ÎµÈº∂,,ø©¿Ø,300,400,65.4,34.6,2024-11-17 04:35
≥ÎµÈº∂,,ø©¿Ø,300,400,61.2,38.8,2024-11-17 04:55
≥ÎµÈº∂,,ø©¿Ø,300,400,63.6,36.4,2024-11-17 05:05
≥ÎµÈº∂,,ø©¿Ø,300,400,62.9,37.1,2024-11-17 05:15
≥ÎµÈº∂,,ø©¿Ø,400,500,65.0,35.0,2024-11-17 05:25
≥ÎµÈº∂,,ø©¿Ø,400,500,61.0,39.0,2024-11-17 05:35
≥ÎµÈº∂,,ø©¿Ø,400,500,59.5,40.5,2024-11-17 05:45
≥ÎµÈº∂,,ø©¿Ø,400,500,58.9,41.1,2024-11-17 06:05
≥ÎµÈº∂,,ø©¿Ø,400,500,59.3,40.7,2024-11-17 06:15
≥ÎµÈº∂,,ø©¿Ø,400,500,59.3,40.7,2024-11-17 06:25
≥ÎµÈº∂,,ø©¿Ø,400,500,58.4,41.6,2024-11-17 06:35
≥ÎµÈº∂,,ø©¿Ø,400,500,57.2,42.8,2024-11-17 06:45
≥ÎµÈº∂,,ø©¿Ø,400,500,56.8,43.2,2024-11-17 06:55
≥ÎµÈº∂,,ø©¿Ø,700,800,59.1,40.9,2024-11-17 07:20
≥ÎµÈº∂,,ø©¿Ø,600,700,61.0,39.0,2024-11-17 07:30
≥ÎµÈº∂,,ø©¿Ø,600,700,58.8,41.2,2024-11-17 07:40
≥ÎµÈº∂,,ø©¿Ø,700,800,57.2,42.8,2024-11-17 07:50
≥ÎµÈº∂,,ø©¿Ø,600,700,58.3,41.7,2024-11-17 08:00
≥ÎµÈº∂,,ø©¿Ø,700,800,56.3,43.7,2024-11-17 08:10
≥ÎµÈº∂,,ø©¿Ø,700,800,53.0,47.0,2024-11-17 08:20
≥ÎµÈº∂,,ø©¿Ø,800,900,48.7,51.3,2024-11-17 08:30
≥ÎµÈº∂,,ø©¿Ø,700,800,52.0,48.0,2024-11-17 08:40
≥ÎµÈº∂,,ø©¿Ø,700,800,51.6,48.4,2024-11-17 08:50
≥ÎµÈº∂,,ø©¿Ø,700,800,49.7,50.3,2024-11-17 09:00
≥ÎµÈº∂,,ø©¿Ø,800,900,46.9,53.1,2024-11-17 09:10
≥ÎµÈº∂,,ø©¿Ø,800,900,44.6,55.4,2024-11-17 09:20
≥ÎµÈº∂,,ø©¿Ø,800,900,43.6,56.4,2024-11-17 09:30
≥ÎµÈº∂,,ø©¿Ø,900,1000,41.0,59.0,2024-11-17 09:40
≥ÎµÈº∂,,ø©¿Ø,900,1000,39.7,60.3,2024-11-17 09:50
≥ÎµÈº∂,,ø©¿Ø,900,1000,40.3,59.7,2024-11-17 10:00
≥ÎµÈº∂,,ø©¿Ø,800,900,39.4,60.6,2024-11-17 10:10
≥ÎµÈº∂,,ø©¿Ø,900,1000,35.9,64.1,2024-11-17 10:20
≥ÎµÈº∂,,ø©¿Ø,900,1000,36.9,63.1,2024-11-17 10:30
≥ÎµÈº∂,,ø©¿Ø,900,1000,34.4,65.6,2024-11-17 10:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.8,67.2,2024-11-17 10:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,36.3,63.7,2024-11-17 11:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,35.1,64.9,2024-11-17 11:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,33.8,66.2,2024-11-17 11:25
≥ÎµÈº∂,,ø©¿Ø,900,1000,35.4,64.6,2024-11-17 11:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,35.9,64.1,2024-11-17 11:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,33.3,66.7,2024-11-17 11:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.8,67.2,2024-11-17 12:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.0,68.0,2024-11-17 12:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,34.7,65.3,2024-11-17 12:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.8,70.2,2024-11-17 12:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.6,71.4,2024-11-17 12:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.0,69.0,2024-11-17 13:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.5,68.5,2024-11-17 13:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.6,72.4,2024-11-17 13:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.8,71.2,2024-11-17 13:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.2,70.8,2024-11-17 14:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.6,72.4,2024-11-17 14:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.5,72.5,2024-11-17 14:40
≥ÎµÈº∂,,ø©¿Ø,1500,2000,26.0,74.0,2024-11-17 14:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.9,73.1,2024-11-17 15:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.2,71.8,2024-11-17 15:10
≥ÎµÈº∂,,ø©¿Ø,1500,2000,25.4,74.6,2024-11-17 15:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.1,72.9,2024-11-17 15:30
≥ÎµÈº∂,,ø©¿Ø,1500,2000,25.1,74.9,2024-11-17 15:40
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.8,75.2,2024-11-17 15:50
≥ÎµÈº∂,,ø©¿Ø,1500,2000,25.5,74.5,2024-11-17 16:00
≥ÎµÈº∂,,ø©¿Ø,1500,2000,26.5,73.5,2024-11-17 16:10
≥ÎµÈº∂,,ø©¿Ø,1500,2000,26.5,73.5,2024-11-17 16:20
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.3,75.7,2024-11-17 16:30
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.5,75.5,2024-11-17 16:40
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.4,75.6,2024-11-17 16:50
≥ÎµÈº∂,,ø©¿Ø,1500,2000,23.6,76.4,2024-11-17 17:15
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.6,75.4,2024-11-17 17:25
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.7,75.3,2024-11-17 17:35
≥ÎµÈº∂,,ø©¿Ø,1500,2000,25.3,74.7,2024-11-17 17:45
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.9,75.1,2024-11-17 17:55
≥ÎµÈº∂,,ø©¿Ø,1500,2000,27.1,72.9,2024-11-17 18:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.2,69.8,2024-11-17 18:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.4,70.6,2024-11-17 18:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.2,67.8,2024-11-17 18:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.0,68.0,2024-11-17 18:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,35.8,64.2,2024-11-17 19:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,40.6,59.4,2024-11-17 19:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,39.9,60.1,2024-11-17 19:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,39.9,60.1,2024-11-17 19:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,41.4,58.6,2024-11-17 20:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,39.8,60.2,2024-11-17 20:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,43.0,57.0,2024-11-17 20:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,45.7,54.3,2024-11-17 20:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,45.6,54.4,2024-11-17 20:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,45.7,54.3,2024-11-17 21:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,49.6,50.4,2024-11-17 21:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,46.3,53.7,2024-11-17 21:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,48.4,51.6,2024-11-17 21:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,48.1,51.9,2024-11-17 21:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,50.7,49.3,2024-11-17 21:50
≥ÎµÈº∂,,ø©¿Ø,900,1000,54.8,45.2,2024-11-17 22:00
≥ÎµÈº∂,,ø©¿Ø,900,1000,56.6,43.4,2024-11-17 22:10
≥ÎµÈº∂,,ø©¿Ø,900,1000,56.0,44.0,2024-11-17 22:20
≥ÎµÈº∂,,ø©¿Ø,900,1000,59.8,40.2,2024-11-17 22:30
≥ÎµÈº∂,,ø©¿Ø,900,1000,60.2,39.8,2024-11-17 22:40
≥ÎµÈº∂,,ø©¿Ø,800,900,64.9,35.1,2024-11-17 23:05
≥ÎµÈº∂,,ø©¿Ø,800,900,66.7,33.3,2024-11-17 23:25
≥ÎµÈº∂,,ø©¿Ø,800,900,67.7,32.3,2024-11-17 23:35
≥ÎµÈº∂,,ø©¿Ø,800,900,68.0,32.0,2024-11-17 23:45
≥ÎµÈº∂,,ø©¿Ø,800,900,71.3,28.7,2024-11-17 23:55
≥ÎµÈº∂,,ø©¿Ø,700,800,66.8,33.2,2024-11-18 00:05
≥ÎµÈº∂,,ø©¿Ø,700,800,70.0,30.0,2024-11-18 00:15
≥ÎµÈº∂,,ø©¿Ø,700,800,70.5,29.5,2024-11-18 00:25
≥ÎµÈº∂,,ø©¿Ø,600,700,73.0,27.0,2024-11-18 00:35
≥ÎµÈº∂,,ø©¿Ø,700,800,72.9,27.1,2024-11-18 00:45
≥ÎµÈº∂,,ø©¿Ø,600,700,72.6,27.4,2024-11-18 01:05
≥ÎµÈº∂,,ø©¿Ø,600,700,73.0,27.0,2024-11-18 01:15
≥ÎµÈº∂,,ø©¿Ø,600,700,72.8,27.2,2024-11-18 01:25
≥ÎµÈº∂,,ø©¿Ø,600,700,72.0,28.0,2024-11-18 01:35
≥ÎµÈº∂,,ø©¿Ø,500,600,73.5,26.5,2024-11-18 01:45
≥ÎµÈº∂,,ø©¿Ø,500,600,74.1,25.9,2024-11-18 01:55
≥ÎµÈº∂,,ø©¿Ø,600,700,72.6,27.4,2024-11-18 02:05
≥ÎµÈº∂,,ø©¿Ø,500,600,74.2,25.8,2024-11-18 02:20
≥ÎµÈº∂,,ø©¿Ø,500,600,75.1,24.9,2024-11-18 02:30
≥ÎµÈº∂,,ø©¿Ø,500,600,77.1,22.9,2024-11-18 02:40
≥ÎµÈº∂,,ø©¿Ø,500,600,77.0,23.0,2024-11-18 02:50
≥ÎµÈº∂,,ø©¿Ø,600,700,74.6,25.4,2024-11-18 03:00
≥ÎµÈº∂,,ø©¿Ø,500,600,77.5,22.5,2024-11-18 03:20
≥ÎµÈº∂,,ø©¿Ø,500,600,76.3,23.7,2024-11-18 03:30
≥ÎµÈº∂,,ø©¿Ø,500,600,77.2,22.8,2024-11-18 03:40
≥ÎµÈº∂,,ø©¿Ø,500,600,77.8,22.2,2024-11-18 03:50
≥ÎµÈº∂,,ø©¿Ø,500,600,78.6,21.4,2024-11-18 04:00
≥ÎµÈº∂,,ø©¿Ø,500,600,77.6,22.4,2024-11-18 04:10
≥ÎµÈº∂,,ø©¿Ø,500,600,77.2,22.8,2024-11-18 04:20
≥ÎµÈº∂,,ø©¿Ø,600,700,75.2,24.8,2024-11-18 04:30
≥ÎµÈº∂,,ø©¿Ø,500,600,74.2,25.8,2024-11-18 04:40
≥ÎµÈº∂,,ø©¿Ø,500,600,75.6,24.4,2024-11-18 04:50
≥ÎµÈº∂,,ø©¿Ø,500,600,74.7,25.3,2024-11-18 05:00
≥ÎµÈº∂,,ø©¿Ø,600,700,73.0,27.0,2024-11-18 05:10
≥ÎµÈº∂,,ø©¿Ø,600,700,73.0,27.0,2024-11-18 05:20
≥ÎµÈº∂,,ø©¿Ø,700,800,70.7,29.3,2024-11-18 05:30
≥ÎµÈº∂,,ø©¿Ø,700,800,66.1,33.9,2024-11-18 05:45
≥ÎµÈº∂,,ø©¿Ø,700,800,67.1,32.9,2024-11-18 05:55
≥ÎµÈº∂,,ø©¿Ø,800,900,61.0,39.0,2024-11-18 06:05
≥ÎµÈº∂,,ø©¿Ø,800,900,58.0,42.0,2024-11-18 06:15
≥ÎµÈº∂,,ø©¿Ø,800,900,58.9,41.1,2024-11-18 06:25
≥ÎµÈº∂,,ø©¿Ø,800,900,55.7,44.3,2024-11-18 06:35
≥ÎµÈº∂,,ø©¿Ø,900,1000,53.7,46.3,2024-11-18 06:45
≥ÎµÈº∂,,ø©¿Ø,900,1000,52.9,47.1,2024-11-18 06:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,41.3,58.7,2024-11-18 07:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,40.2,59.8,2024-11-18 07:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,36.0,64.0,2024-11-18 07:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,35.5,64.5,2024-11-18 08:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.2,67.8,2024-11-18 08:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,34.2,65.8,2024-11-18 08:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.4,68.6,2024-11-18 08:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.6,70.4,2024-11-18 08:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.8,68.2,2024-11-18 08:55
≥ÎµÈº∂,,ø©¿Ø,900,1000,28.0,72.0,2024-11-18 09:05
≥ÎµÈº∂,,ø©¿Ø,700,800,33.3,66.7,2024-11-18 09:25
≥ÎµÈº∂,,ø©¿Ø,700,800,34.6,65.4,2024-11-18 09:35
≥ÎµÈº∂,,ø©¿Ø,700,800,34.1,65.9,2024-11-18 10:00
≥ÎµÈº∂,,ø©¿Ø,600,700,36.3,63.7,2024-11-18 10:10
≥ÎµÈº∂,,ø©¿Ø,600,700,37.3,62.7,2024-11-18 10:30
≥ÎµÈº∂,,ø©¿Ø,600,700,36.8,63.2,2024-11-18 10:40
≥ÎµÈº∂,,ø©¿Ø,600,700,34.1,65.9,2024-11-18 10:50
≥ÎµÈº∂,,ø©¿Ø,400,500,32.4,67.6,2024-11-18 11:00
≥ÎµÈº∂,,ø©¿Ø,500,600,31.0,69.0,2024-11-18 11:10
≥ÎµÈº∂,,ø©¿Ø,500,600,30.3,69.7,2024-11-18 11:20
≥ÎµÈº∂,,ø©¿Ø,500,600,29.1,70.9,2024-11-18 11:30
≥ÎµÈº∂,,ø©¿Ø,500,600,30.7,69.3,2024-11-18 11:40
≥ÎµÈº∂,,ø©¿Ø,500,600,29.5,70.5,2024-11-18 11:50
≥ÎµÈº∂,,ø©¿Ø,400,500,31.8,68.2,2024-11-18 12:00
≥ÎµÈº∂,,ø©¿Ø,500,600,30.4,69.6,2024-11-18 12:15
≥ÎµÈº∂,,ø©¿Ø,400,500,33.8,66.2,2024-11-18 12:25
≥ÎµÈº∂,,ø©¿Ø,400,500,31.8,68.2,2024-11-18 12:35
≥ÎµÈº∂,,ø©¿Ø,400,500,30.5,69.5,2024-11-18 12:45
≥ÎµÈº∂,,ø©¿Ø,400,500,32.5,67.5,2024-11-18 12:55
≥ÎµÈº∂,,ø©¿Ø,600,700,35.9,64.1,2024-11-18 13:05
≥ÎµÈº∂,,ø©¿Ø,600,700,37.6,62.4,2024-11-18 13:15
≥ÎµÈº∂,,ø©¿Ø,700,800,33.4,66.6,2024-11-18 13:45
≥ÎµÈº∂,,ø©¿Ø,700,800,33.0,67.0,2024-11-18 13:55
≥ÎµÈº∂,,ø©¿Ø,700,800,31.3,68.7,2024-11-18 14:05
≥ÎµÈº∂,,ø©¿Ø,700,800,32.8,67.2,2024-11-18 14:15
≥ÎµÈº∂,,ø©¿Ø,600,700,34.4,65.6,2024-11-18 14:25
≥ÎµÈº∂,,ø©¿Ø,600,700,33.8,66.2,2024-11-18 14:35
≥ÎµÈº∂,,ø©¿Ø,600,700,33.3,66.7,2024-11-18 14:45
